path,taxa,specimen,tissue,path_anx,path_cal_xml,path_eax,path_lmd,path_sbx,canonical_name,length,width
Streamline process/measured/AnthopleuraPAN49!/filament/image0016.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0016.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0016.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0016.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0016.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0016.tif.sbx,Anthopleura_PAN49_filament_35,22.326267384803263,3.777241230347901
Streamline process/measured/AnthopleuraPAN49!/filament/image0017.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0017.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0017.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0017.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0017.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0017.tif.sbx,Anthopleura_PAN49_filament_36,24.831499339113897,3.298465137677782
Streamline process/measured/AnthopleuraPAN49!/filament/image0023.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0023.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0023.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0023.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0023.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0023.tif.sbx,Anthopleura_PAN49_filament_37,26.62366780580334,4.102961043830931
Streamline process/measured/AnthopleuraPAN49!/filament/image0024.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0024.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0024.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0024.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0024.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0024.tif.sbx,Anthopleura_PAN49_filament_38,27.75990437191796,4.000149218378789
Streamline process/measured/AnthopleuraPAN49!/filament/image0025.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0025.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0025.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0025.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0025.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0025.tif.sbx,Anthopleura_PAN49_filament_39,,
Streamline process/measured/AnthopleuraPAN49!/filament/image0031.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0031.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0031.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0031.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0031.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0031.tif.sbx,Anthopleura_PAN49_filament_40,25.292491320345057,3.8809651118065602
Streamline process/measured/AnthopleuraPAN49!/filament/image0037.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0037.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0037.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0037.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0037.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0037.tif.sbx,Anthopleura_PAN49_filament_41,22.322106820528344,3.7518609308422977
Streamline process/measured/AnthopleuraPAN49!/filament/image0040.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0040.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0040.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0040.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0040.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0040.tif.sbx,Anthopleura_PAN49_filament_42,28.77373671769944,3.7151175312564666
Streamline process/measured/AnthopleuraPAN49!/filament/image0042.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0042.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0042.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0042.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0042.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0042.tif.sbx,Anthopleura_PAN49_filament_43,27.02779487731688,3.669620114566939
Streamline process/measured/AnthopleuraPAN49!/filament/image0045.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0045.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0045.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0045.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0045.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0045.tif.sbx,Anthopleura_PAN49_filament_44,23.350507273655452,3.823904184077796
Streamline process/measured/AnthopleuraPAN49!/filament/image0055.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0055.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0055.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0055.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0055.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0055.tif.sbx,Anthopleura_PAN49_filament_45,32.11272717264712,5.0393486783187145
Streamline process/measured/AnthopleuraPAN49!/filament/image0057.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0057.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0057.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0057.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0057.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0057.tif.sbx,Anthopleura_PAN49_filament_46,35.15518096216745,4.379192061157207
Streamline process/measured/AnthopleuraPAN49!/filament/image0058.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0058.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0058.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0058.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0058.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0058.tif.sbx,Anthopleura_PAN49_filament_47,24.444423188640535,3.650966566186883
Streamline process/measured/AnthopleuraPAN49!/filament/image0060.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0060.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0060.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0060.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0060.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0060.tif.sbx,Anthopleura_PAN49_filament_48,29.31959169232386,4.267687592221644
Streamline process/measured/AnthopleuraPAN49!/filament/image0063.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0063.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0063.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0063.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0063.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0063.tif.sbx,Anthopleura_PAN49_filament_49,28.734194468987116,3.7633276787613
Streamline process/measured/AnthopleuraPAN49!/filament/image0067.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0067.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0067.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0067.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0067.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0067.tif.sbx,Anthopleura_PAN49_filament_50,34.75609739245786,5.447513161130843
Streamline process/measured/AnthopleuraPAN49!/filament/image0074.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0074.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0074.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0074.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0074.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0074.tif.sbx,Anthopleura_PAN49_filament_51,34.39235556460277,4.594454385842709
Streamline process/measured/AnthopleuraPAN49!/filament/image0076.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0076.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0076.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0076.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0076.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0076.tif.sbx,Anthopleura_PAN49_filament_52,29.000948493966483,3.8228152654748064
Streamline process/measured/AnthopleuraPAN49!/filament/image0080.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0080.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0080.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0080.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0080.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0080.tif.sbx,Anthopleura_PAN49_filament_53,32.19904681802686,5.0446455347039
Streamline process/measured/AnthopleuraPAN49!/filament/image0081.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0081.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0081.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0081.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0081.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0081.tif.sbx,Anthopleura_PAN49_filament_54,25.669379286587194,4.097206878213367
Streamline process/measured/AnthopleuraPAN49!/filament/image0082.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49!/filament/image0082.tif.anx,Streamline process/measured/AnthopleuraPAN49!/filament/image0082.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49!/filament/image0082.tif.eax,Streamline process/measured/AnthopleuraPAN49!/filament/image0082.tif.lmd,Streamline process/measured/AnthopleuraPAN49!/filament/image0082.tif.sbx,Anthopleura_PAN49_filament_55,27.254743619754304,3.619684211364977
Streamline process/measured/AnthopleuraPAN49@/filament/image0004.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0004.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0004.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0004.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0004.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0004.tif.sbx,Anthopleura_PAN49_filament_56,18.598421194210033,4.001680837607889
Streamline process/measured/AnthopleuraPAN49@/filament/image0005.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0005.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0005.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0005.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0005.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0005.tif.sbx,Anthopleura_PAN49_filament_57,20.05455941066181,3.8379700053862753
Streamline process/measured/AnthopleuraPAN49@/filament/image0009.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0009.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0009.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0009.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0009.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0009.tif.sbx,Anthopleura_PAN49_filament_58,22.82028383810839,4.057624051272737
Streamline process/measured/AnthopleuraPAN49@/filament/image0011.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0011.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0011.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0011.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0011.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0011.tif.sbx,Anthopleura_PAN49_filament_59,19.332439822230686,3.953184026888687
Streamline process/measured/AnthopleuraPAN49@/filament/image0018.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0018.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0018.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0018.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0018.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0018.tif.sbx,Anthopleura_PAN49_filament_60,22.868127366886572,4.255624198657761
Streamline process/measured/AnthopleuraPAN49@/filament/image0021.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0021.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0021.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0021.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0021.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0021.tif.sbx,Anthopleura_PAN49_filament_61,21.885421227673955,4.0287665957571965
Streamline process/measured/AnthopleuraPAN49@/filament/image0024.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0024.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0024.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0024.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0024.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0024.tif.sbx,Anthopleura_PAN49_filament_62,22.088505382610656,4.01775607261129
Streamline process/measured/AnthopleuraPAN49@/filament/image0033.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0033.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0033.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0033.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0033.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0033.tif.sbx,Anthopleura_PAN49_filament_63,20.82919368476121,4.35354934292571
Streamline process/measured/AnthopleuraPAN49@/filament/image0040.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0040.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0040.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0040.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0040.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0040.tif.sbx,Anthopleura_PAN49_filament_64,17.47079403836639,3.364308226316299
Streamline process/measured/AnthopleuraPAN49@/filament/image0041.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0041.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0041.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0041.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0041.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0041.tif.sbx,Anthopleura_PAN49_filament_65,13.779990205843937,2.964885290219836
Streamline process/measured/AnthopleuraPAN49@/filament/image0064.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0064.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0064.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0064.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0064.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0064.tif.sbx,Anthopleura_PAN49_filament_66,,
Streamline process/measured/AnthopleuraPAN49@/filament/image0073.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0073.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0073.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0073.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0073.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0073.tif.sbx,Anthopleura_PAN49_filament_67,18.017197806404525,4.522602650154185
Streamline process/measured/AnthopleuraPAN49@/filament/image0077.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0077.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0077.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0077.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0077.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0077.tif.sbx,Anthopleura_PAN49_filament_68,21.65166344338034,4.379188748596805
Streamline process/measured/AnthopleuraPAN49@/filament/image0089.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0089.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0089.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0089.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0089.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0089.tif.sbx,Anthopleura_PAN49_filament_69,20.362265390424103,4.363180031878804
Streamline process/measured/AnthopleuraPAN49@/filament/image0090.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0090.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0090.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0090.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0090.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0090.tif.sbx,Anthopleura_PAN49_filament_70,21.440513454522982,4.318028515015209
Streamline process/measured/AnthopleuraPAN49@/filament/image0091.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0091.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0091.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0091.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0091.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0091.tif.sbx,Anthopleura_PAN49_filament_71,21.085669668862714,4.071078198631474
Streamline process/measured/AnthopleuraPAN49@/filament/image0092.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0092.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0092.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0092.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0092.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0092.tif.sbx,Anthopleura_PAN49_filament_72,21.95915116720641,4.379191045791169
Streamline process/measured/AnthopleuraPAN49@/filament/image0093.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49@/filament/image0093.tif.anx,Streamline process/measured/AnthopleuraPAN49@/filament/image0093.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49@/filament/image0093.tif.eax,Streamline process/measured/AnthopleuraPAN49@/filament/image0093.tif.lmd,Streamline process/measured/AnthopleuraPAN49@/filament/image0093.tif.sbx,Anthopleura_PAN49_filament_73,20.040749930132684,4.288756295842489
Streamline process/measured/AnthopleuraPAN49_/filament/image.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49_/filament/image.tif.anx,Streamline process/measured/AnthopleuraPAN49_/filament/image.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49_/filament/image.tif.eax,Streamline process/measured/AnthopleuraPAN49_/filament/image.tif.lmd,Streamline process/measured/AnthopleuraPAN49_/filament/image.tif.sbx,Anthopleura_PAN49_filament_74,12.361131154507731,2.279527070671271
Streamline process/measured/AnthopleuraPAN49_/filament/image0001.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49_/filament/image0001.tif.anx,Streamline process/measured/AnthopleuraPAN49_/filament/image0001.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49_/filament/image0001.tif.eax,Streamline process/measured/AnthopleuraPAN49_/filament/image0001.tif.lmd,Streamline process/measured/AnthopleuraPAN49_/filament/image0001.tif.sbx,Anthopleura_PAN49_filament_75,12.96987947380025,2.3343146128980563
Streamline process/measured/AnthopleuraPAN49_/filament/image0002.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49_/filament/image0002.tif.anx,Streamline process/measured/AnthopleuraPAN49_/filament/image0002.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49_/filament/image0002.tif.eax,Streamline process/measured/AnthopleuraPAN49_/filament/image0002.tif.lmd,Streamline process/measured/AnthopleuraPAN49_/filament/image0002.tif.sbx,Anthopleura_PAN49_filament_76,11.8644038913868,2.2098960603254953
Streamline process/measured/AnthopleuraPAN49_/filament/image0006 (2).tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49_/filament/image0006.tif (2).anx,Streamline process/measured/AnthopleuraPAN49_/filament/image0006.tif.cal (2).xml,Streamline process/measured/AnthopleuraPAN49_/filament/image0006.tif (2).eax,Streamline process/measured/AnthopleuraPAN49_/filament/image0006.tif (2).lmd,Streamline process/measured/AnthopleuraPAN49_/filament/image0006.tif (2).sbx,Anthopleura_PAN49_filament_77,12.401877301000757,2.5648728004070134
Streamline process/measured/AnthopleuraPAN49_/filament/image0006.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49_/filament/image0006.tif.anx,Streamline process/measured/AnthopleuraPAN49_/filament/image0006.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49_/filament/image0006.tif.eax,Streamline process/measured/AnthopleuraPAN49_/filament/image0006.tif.lmd,Streamline process/measured/AnthopleuraPAN49_/filament/image0006.tif.sbx,Anthopleura_PAN49_filament_78,13.30772842786992,2.3484232736094164
Streamline process/measured/AnthopleuraPAN49_/filament/image0007 (2).tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49_/filament/image0007.tif (2).anx,Streamline process/measured/AnthopleuraPAN49_/filament/image0007.tif.cal (2).xml,Streamline process/measured/AnthopleuraPAN49_/filament/image0007.tif (2).eax,Streamline process/measured/AnthopleuraPAN49_/filament/image0007.tif (2).lmd,Streamline process/measured/AnthopleuraPAN49_/filament/image0007.tif (2).sbx,Anthopleura_PAN49_filament_79,12.597226043430567,2.305338498896803
Streamline process/measured/AnthopleuraPAN49_/filament/image0007.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49_/filament/image0007.tif.anx,Streamline process/measured/AnthopleuraPAN49_/filament/image0007.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49_/filament/image0007.tif.eax,Streamline process/measured/AnthopleuraPAN49_/filament/image0007.tif.lmd,Streamline process/measured/AnthopleuraPAN49_/filament/image0007.tif.sbx,Anthopleura_PAN49_filament_80,14.105708171055937,2.0766895760755024
Streamline process/measured/AnthopleuraPAN49_/filament/image0008.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49_/filament/image0008.tif.anx,Streamline process/measured/AnthopleuraPAN49_/filament/image0008.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49_/filament/image0008.tif.eax,Streamline process/measured/AnthopleuraPAN49_/filament/image0008.tif.lmd,Streamline process/measured/AnthopleuraPAN49_/filament/image0008.tif.sbx,Anthopleura_PAN49_filament_81,12.199441069912378,1.9826979697645908
Streamline process/measured/AnthopleuraPAN49_/filament/image0010.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49_/filament/image0010.tif.anx,Streamline process/measured/AnthopleuraPAN49_/filament/image0010.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49_/filament/image0010.tif.eax,Streamline process/measured/AnthopleuraPAN49_/filament/image0010.tif.lmd,Streamline process/measured/AnthopleuraPAN49_/filament/image0010.tif.sbx,Anthopleura_PAN49_filament_82,14.284896630389518,2.298667042059444
Streamline process/measured/AnthopleuraPAN49_/filament/image0012 (2).tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49_/filament/image0012.tif (2).anx,Streamline process/measured/AnthopleuraPAN49_/filament/image0012.tif.cal (2).xml,Streamline process/measured/AnthopleuraPAN49_/filament/image0012.tif (2).eax,Streamline process/measured/AnthopleuraPAN49_/filament/image0012.tif (2).lmd,Streamline process/measured/AnthopleuraPAN49_/filament/image0012.tif (2).sbx,Anthopleura_PAN49_filament_83,14.969810931885817,2.3162829936012224
Streamline process/measured/AnthopleuraPAN49_/filament/image0012.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49_/filament/image0012.tif.anx,Streamline process/measured/AnthopleuraPAN49_/filament/image0012.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49_/filament/image0012.tif.eax,Streamline process/measured/AnthopleuraPAN49_/filament/image0012.tif.lmd,Streamline process/measured/AnthopleuraPAN49_/filament/image0012.tif.sbx,Anthopleura_PAN49_filament_84,9.698902239111444,1.8311158916412522
Streamline process/measured/AnthopleuraPAN49_/filament/image0014.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49_/filament/image0014.tif.anx,Streamline process/measured/AnthopleuraPAN49_/filament/image0014.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49_/filament/image0014.tif.eax,,Streamline process/measured/AnthopleuraPAN49_/filament/image0014.tif.sbx,Anthopleura_PAN49_filament_85,,
Streamline process/measured/AnthopleuraPAN49_/filament/image0016.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49_/filament/image0016.tif.anx,Streamline process/measured/AnthopleuraPAN49_/filament/image0016.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49_/filament/image0016.tif.eax,Streamline process/measured/AnthopleuraPAN49_/filament/image0016.tif.lmd,Streamline process/measured/AnthopleuraPAN49_/filament/image0016.tif.sbx,Anthopleura_PAN49_filament_86,12.95252253623101,2.3728780642529603
Streamline process/measured/AnthopleuraPAN49_/filament/image0019.tif,Anthopleura,PAN49,filament,Streamline process/measured/AnthopleuraPAN49_/filament/image0019.tif.anx,Streamline process/measured/AnthopleuraPAN49_/filament/image0019.tif.cal.xml,Streamline process/measured/AnthopleuraPAN49_/filament/image0019.tif.eax,Streamline process/measured/AnthopleuraPAN49_/filament/image0019.tif.lmd,Streamline process/measured/AnthopleuraPAN49_/filament/image0019.tif.sbx,Anthopleura_PAN49_filament_87,11.114874291881542,1.8778741365533904
